lugar_trabajo,tipo_contrato,salario_mensual_bruto,salario_mensual_neto,trabajo_de,anios_experiencia,anios_empresa_actual,anios_puesto_actual,personal_a_cargo,plataformas,lenguajes_programacion,framework_librerias_herramientas,bases_de_datos,qa_testing,ides,cantidad_personal_organizacion,actividad_principal,edad
Ciudad Autónoma de Buenos Aires,Full-Time,216000,143000,SysAdmin / DevOps / SRE,10,1,1,0,"Azure, Docker, Kubernetes, Linux, Serverless, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,"Sublime Text, Vim, Visual Studio Code",5001-10000,Servicios / Consultoría de Software / Digital,33
Provincia de Buenos Aires,Full-Time,216000,150000,Business Analyst,8,4,0,0,Ninguna de las anteriores,"HTML, Java, SQL","Bootstrap, Drupal",Microsoft SQL Server,Ninguna de las anteriores,Ninguno de los anteriores,10001+,Otras industrias,30
Santa Fe,Full-Time,215300,141740,Technical Leader,14,8,5,3,"Amazon Web Services, Docker, Linux, Serverless","Java, Python, Scala","Spark, Spring","Apache Hive, Cassandra, ElasticSearch","JUnit, Gatling","IntelliJ, PyCharm, Sublime Text",101-200,Servicios / Consultoría de Software / Digital,45
GBA,Full-Time,215000,180000,Architect,20,20,5,0,"Docker, IBM Cloud / Watson, OpenShift",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,10001+,Servicios / Consultoría de Software / Digital,42
Ciudad Autónoma de Buenos Aires,Full-Time,215000,142000,Technical Engineer,15,0,0,0,"Amazon Web Services, Docker, Kubernetes, Mainframe, Serverless, Terrsform, Ansible","Bash/Shell, Python",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, MySQL",Ninguna de las anteriores,"Atom, Eclipse, Visual Studio Code",10001+,Otras industrias,42
Ciudad Autónoma de Buenos Aires,Full-Time,215000,165000,Recruiter / HR,14,2,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Producto basado en Software,34
Provincia de Buenos Aires,Full-Time,215000,150000,Technical Leader,12,4,3,9,"Amazon Web Services, Linux","Python, TypeScript","Angular, Django",PostgreSQL,Ninguna de las anteriores,PyCharm,51-100,Producto basado en Software,34
GBA,Full-Time,215000,180000,Technical Leader,16,0,0,0,Azure,".NET, C#, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap",Microsoft SQL Server,"OpenQA, Selenium, TFS","Visual Studio, Visual Studio Code",2001-5000,Servicios / Consultoría de Software / Digital,39
Ciudad Autónoma de Buenos Aires,Full-Time,215000,125000,Developer,5,2,0,0,"Amazon Web Services, Docker, Kubernetes, Serverless","Bash/Shell, Go, Groovy, Java","Hibernate, Spring","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL, Redis, Hazelcast",JUnit,"IntelliJ, Visual Studio Code",201-500,Producto basado en Software,25
Ciudad Autónoma de Buenos Aires,Full-Time,215000,160000,Developer,6,4,4,0,"Amazon Web Services, Docker, VMWare","Java, Python",Ninguno de los anteriores,"Cassandra, IBM Db2, Microsoft SQL Server, MongoDB, Oracle, PostgreSQL","JUnit, Postman","IntelliJ, PyCharm, Sublime Text",10001+,Producto basado en Software,29
GBA,Full-Time,215000,146000,Developer,10,0,1,0,Azure,Java,Spring,"Microsoft SQL Server, MySQL, Redis",JUnit,"Eclipse, IntelliJ",1001-2000,Producto basado en Software,35
Ciudad Autónoma de Buenos Aires,Full-Time,215000,155000,Developer,8,0,0,0,"Docker, Linux","Bash/Shell, Groovy, Java",Spark,Ninguna de las anteriores,JUnit,"Android Studio, IntelliJ",2001-5000,Producto basado en Software,31
Ciudad Autónoma de Buenos Aires,Full-Time,214600,137700,Developer,10,2,2,0,OpenShift,".NET, C#, Java, Javascript",".NET Core, Angular, Hibernate, React.js, Spring","IBM Db2, Oracle",JUnit,"Eclipse, IntelliJ, Notepad++, Vi, Visual Studio, Visual Studio Code",5001-10000,Servicios / Consultoría de Software / Digital,35
Córdoba,Full-Time,214500,140000,Developer,8,0,0,0,Docker,"Go, Java",Spark,"Amazon DynamoDB, ElasticSearch, MariaDB, MongoDB","JUnit, gomock","IntelliJ, Visual Studio Code",10001+,Otras industrias,32
Ciudad Autónoma de Buenos Aires,Full-Time,214000,150000,Developer,9,0,0,0,Ninguna de las anteriores,Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,"IPython / Jupyter, Visual Studio Code",2001-5000,Otras industrias,32
Ciudad Autónoma de Buenos Aires,Full-Time,214000,130000,Architect,12,2,2,0,Linux,Python,Ninguno de los anteriores,Ninguna de las anteriores,Postman,"IntelliJ, IPython / Jupyter, PyCharm, Sublime Text",5001-10000,Otras industrias,32
Santa Fe,Full-Time,214000,165000,Architect,26,2,10,2,"Azure, Linux, Windows Server",SQL,Ninguno de los anteriores,"Microsoft SQL Server, Percona XtraBackup",Ninguna de las anteriores,Visual Studio,11-50,Producto basado en Software,45
Ciudad Autónoma de Buenos Aires,Full-Time,214000,150000,Developer,7,0,0,0,Ninguna de las anteriores,Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Visual Studio,2001-5000,Otras industrias,32
Ciudad Autónoma de Buenos Aires,Full-Time,214000,180000,Manager / Director,12,7,7,15,"Azure, Docker, Google Cloud Platform/App Engine, Linux","CSS, HTML, PHP, Python, SQL","Bootstrap, Laravel, Node.js, React.js, WordPress","Cassandra, ElasticSearch, Google Cloud Storage, Microsoft SQL Server, MongoDB, MySQL, Percona Server, Redis","Cypress, Jest, Katalon, Mocha, Selenium","IPython / Jupyter, Visual Studio Code",51-100,Producto basado en Software,31
Ciudad Autónoma de Buenos Aires,Full-Time,214000,148000,Developer,8,1,1,0,Ninguna de las anteriores,"Java, Javascript","Bootstrap, Vue.js",MySQL,JUnit,"IntelliJ, Visual Studio Code",10001+,Otras industrias,31
Ciudad Autónoma de Buenos Aires,Full-Time,214000,148000,Developer,8,1,1,0,Ninguna de las anteriores,"Java, Javascript","Bootstrap, Vue.js",MySQL,JUnit,"IntelliJ, Visual Studio Code",10001+,Otras industrias,31
Córdoba,Full-Time,213000,140900,SysAdmin / DevOps / SRE,13,9,4,0,"Amazon Web Services, Docker, Kubernetes, Linux","Python, Ruby",Ninguno de los anteriores,Amazon RDS/Aurora,Ninguna de las anteriores,"IPython / Jupyter, Notepad++, Visual Studio Code",501-1000,Servicios / Consultoría de Software / Digital,36
GBA,Full-Time,212000,170000,SysAdmin / DevOps / SRE,15,5,3,0,"Docker, IBM Cloud / Watson, Kubernetes, Linux, OpenShift, OpenStack, Serverless","Bash/Shell, HTML, Python, Ruby","Bootstrap, Rails","ElasticSearch, IBM Db2, MongoDB, MySQL, PostgreSQL, SQLite, Indluxdb","Postman, RSpec","Vi, Vim, Visual Studio Code",2001-5000,Servicios / Consultoría de Software / Digital,34
Ciudad Autónoma de Buenos Aires,Full-Time,212000,145000,SysAdmin / DevOps / SRE,22,2,5,0,"Azure, Docker, Google Cloud Platform/App Engine, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, PostgreSQL",Ninguna de las anteriores,"Notepad++, PyCharm, Sublime Text, Vi, Vim, Visual Studio, Visual Studio Code",10001+,Servicios / Consultoría de Software / Digital,43
Ciudad Autónoma de Buenos Aires,Full-Time,211500,139000,Developer,6,2,2,0,"Amazon Web Services, Docker, Kubernetes, Linux","Groovy, HTML, Java, Javascript, SQL","Node.js, React.js","Amazon RDS/Aurora, ElasticSearch, MySQL, PostgreSQL","Jest, JUnit","IntelliJ, Visual Studio Code, WebStorm",101-200,Producto basado en Software,29
Ciudad Autónoma de Buenos Aires,Full-Time,211190,133321,Architect,18,5,2,6,"Amazon Web Services, Windows Server","PHP, Python",Flask,Microsoft SQL Server,PHPUnit,Visual Studio Code,501-1000,Servicios / Consultoría de Software / Digital,41
Ciudad Autónoma de Buenos Aires,Full-Time,211000,150000,SysAdmin / DevOps / SRE,10,1,1,0,"Amazon Web Services, Docker, Linux","Bash/Shell, C, Java, Python",Ninguno de los anteriores,"MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,"Eclipse, Visual Studio, Visual Studio Code",101-200,Producto basado en Software,31
Provincia de Buenos Aires,Full-Time,211000,135000,Technical Leader,12,3,6,0,"Linux, VMWare","C, Java, Perl",Ninguno de los anteriores,"Aerospike, Oracle, PostgreSQL",Ninguna de las anteriores,"NetBeans, Sublime Text, Visual Studio Code",51-100,Producto basado en Software,38
Ciudad Autónoma de Buenos Aires,Full-Time,210000,140000,Manager / Director,20,20,1,25,Hp nonstop,Tal,B24,Enscribe,Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Producto basado en Software,46
San Luis,Full-Time,210000,110000,Data Engineer,6,3,1,0,"Amazon Web Services, Docker, Google Cloud Platform/App Engine","Go, Groovy, Java, Kotlin, Python, Scala","Hibernate, Spark, Spring","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, Cassandra, ElasticSearch, MariaDB, MongoDB, MySQL, Oracle, Redis, Teradata","JUnit, Postman",IntelliJ,10001+,Producto basado en Software,30
Ciudad Autónoma de Buenos Aires,Full-Time,210000,138000,Data Scientist,6,0,0,0,Azure,"Python, R, Scala",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Parquet",Selenium,"IPython / Jupyter, Sublime Text",2001-5000,Producto basado en Software,29
Ciudad Autónoma de Buenos Aires,Full-Time,210000,150000,Developer,18,0,18,0,Linux,"Bash/Shell, HTML, Javascript, PHP, Python, SQL","Symfony, WordPress","MariaDB, MySQL",Ninguna de las anteriores,Visual Studio Code,501-1000,Servicios / Consultoría de Software / Digital,42
Ciudad Autónoma de Buenos Aires,Full-Time,210000,110000,Product Owner,1,12,1,0,HP-NonStop,TAL,Ninguno de los anteriores,"ProxySQL, ENSCRIBE",FinSim - Paragon ATMulator,"Sublime Text, Visual Studio Code",1-10,Producto basado en Software,40
Ciudad Autónoma de Buenos Aires,Full-Time,210000,130000,Developer,15,8,8,0,"Azure, Windows Server",".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, Akka, Angular, Hibernate","ElasticSearch, MySQL, Oracle, PostgreSQL, SQLite","NUnit, Postman, TFS","Visual Studio, Visual Studio Code",201-500,Producto basado en Software,40
Córdoba,Full-Time,210000,180000,Developer,15,0,0,0,"Docker, Kubernetes, Linux",Python,Django,"ElasticSearch, MariaDB, MongoDB, PostgreSQL, Redis",Ninguna de las anteriores,Vim,101-200,Producto basado en Software,40
GBA,Full-Time,210000,140000,Developer,8,0,0,0,Docker,"Go, Java",Spring,"ElasticSearch, MySQL",JUnit,"IntelliJ, Visual Studio",10001+,Producto basado en Software,30
Ciudad Autónoma de Buenos Aires,Remoto (empresa de otro país),210000,180000,Developer,1,0,0,0,Firebase,Ruby,Rails,PostgreSQL,RSpec,Sublime Text,1-10,Producto basado en Software,100
Ciudad Autónoma de Buenos Aires,Full-Time,210000,130000,Data Scientist,5,3,3,0,"AIX, Amazon Web Services, HP-UX, Linux, Solaris, Windows Server","Bash/Shell, C, C++, Delphi, Java, Matlab, Python, R, SQL","Hadoop, Spark","Cassandra, Microsoft SQL Server, MongoDB, MySQL, Neo4j, Oracle, PostgreSQL, SQLite, Teradata",Ninguna de las anteriores,"Eclipse, IPython / Jupyter",5001-10000,Otras industrias,41
Ciudad Autónoma de Buenos Aires,Full-Time,210000,140000,Developer,5,0,0,0,Docker,Java,Spring,MongoDB,JUnit,IntelliJ,10001+,Producto basado en Software,33
Ciudad Autónoma de Buenos Aires,Full-Time,210000,157000,BI Analyst / Data Analyst,28,8,8,1,Windows Server,"SQL, Microstrategy / PLSQL / ",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Ninguno de los anteriores,2001-5000,Otras industrias,48
Ciudad Autónoma de Buenos Aires,Full-Time,210000,145000,Manager / Director,15,0,5,4,"Amazon Web Services, Google Cloud Platform/App Engine, Kubernetes, Linux","Bash/Shell, CSS, HTML, Java, Javascript, PHP, SQL","Node.js, React.js, Symfony, WordPress","Amazon RDS/Aurora, MySQL, PostgreSQL",Selenium,"Eclipse, Vi, Vim",11-50,Producto basado en Software,38
Neuquén,Full-Time,210000,153000,Manager / Director,20,3,3,15,"Linux, Windows Server",SQL,Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Otras industrias,46
Córdoba,Freelance,210000,152000,Networking,4,2,4,0,"Amazon Web Services, Azure",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Otras industrias,25
GBA,Remoto (empresa de otro país),210000,200000,Developer,12,1,1,0,"Docker, Linux","Javascript, PHP, Python","Laravel, Symfony","ElasticSearch, MongoDB, MySQL",Codeception,"PHPStorm, PyCharm",11-50,Servicios / Consultoría de Software / Digital,39
Ciudad Autónoma de Buenos Aires,Full-Time,210000,150000,Technical Leader,4,1,0,5,"Amazon Web Services, Docker, Linux",Python,"Flask, FastAPI","Amazon RDS/Aurora, ElasticSearch, PostgreSQL",Ninguna de las anteriores,Visual Studio Code,51-100,Producto basado en Software,28
Ciudad Autónoma de Buenos Aires,Full-Time,210000,174000,SysAdmin / DevOps / SRE,4,0,0,0,"Amazon Web Services, Docker","Bash/Shell, Javascript, Python, SQL","Flask, Node.js","MongoDB, PostgreSQL","Jest, Postman","Emacs, Visual Studio Code",11-50,Producto basado en Software,31
Ciudad Autónoma de Buenos Aires,Full-Time,210000,170000,Technical Leader,10,4,2,7,"Azure, Windows Server",".NET, C#, HTML, Javascript, SQL, TypeScript, VBA",".NET Core, Angular, Bootstrap, jQuery, Node.js, Rails","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL","JUnit, Postman, SoapUI, Visual Studio Coded UI","Atom, IntelliJ, Notepad++, Sublime Text, Visual Studio, Visual Studio Code, Xcode",51-100,Producto basado en Software,33
Ciudad Autónoma de Buenos Aires,Full-Time,210000,139000,Developer,9,1,6,0,"AIX, Docker, Linux, Mainframe, OpenShift","CSS, HTML, Java, Javascript, SQL, TypeScript","Node.js, React.js","MongoDB, MySQL, Oracle","Jest, Mocha, Postman, Puppeteer","Eclipse, NetBeans, Visual Studio Code",1001-2000,Otras industrias,32
Ciudad Autónoma de Buenos Aires,Full-Time,210000,,Developer,15,0,0,0,Ninguna de las anteriores,"Groovy, Java",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,"IntelliJ, Visual Studio Code",10001+,Otras industrias,37
GBA,Full-Time,210000,150000,Developer,3,0,0,5,Ninguna de las anteriores,"Javascript, TypeScript",Angular,Ninguna de las anteriores,Karma,Visual Studio Code,101-200,Servicios / Consultoría de Software / Digital,32
Ciudad Autónoma de Buenos Aires,Full-Time,210000,149000,Technical Leader,4,0,0,2,"Google Cloud Platform/App Engine, Kubernetes, Linux",Javascript,"Node.js, Vue.js","ElasticSearch, Google Cloud Storage, Redis",Jest,"Vim, Visual Studio Code",101-200,Otras industrias,26
Ciudad Autónoma de Buenos Aires,Full-Time,210000,129000,Developer,5,4,3,0,Amazon Web Services,".NET, SQL",.NET Core,Microsoft SQL Server,Ninguna de las anteriores,Visual Studio,501-1000,Servicios / Consultoría de Software / Digital,28
Neuquén,Full-Time,210000,160000,Manager / Director,20,3,3,15,"Arduino o similar, *BSD, Google Cloud Platform/App Engine, Linux, VMWare, Windows Server",".NET, COBOL, HTML, Java",".NET Core, jQuery, WordPress","MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Otras industrias,46
Ciudad Autónoma de Buenos Aires,Freelance,210000,200000,Consultant,13,3,3,0,SAP,ABAP,SAP,"HANA, Oracle",Ninguna de las anteriores,Ninguno de los anteriores,10001+,Producto basado en Software,33
Ciudad Autónoma de Buenos Aires,Full-Time,210000,140000,BI Analyst / Data Analyst,15,1,1,2,"Amazon Web Services, Linux","Java, Python, SQL",Flask,"MySQL, Teradata",Ninguna de las anteriores,"IntelliJ, PyCharm, Sublime Text",5001-10000,Producto basado en Software,33
Ciudad Autónoma de Buenos Aires,Full-Time,210000,141000,Sales / Pre-Sales,35,14,1,0,"Amazon Web Services, Azure, Google Cloud Platform/App Engine, IBM Cloud / Watson, Linux, VMWare, Windows Server",".NET, Javascript, Perl, PHP, Python, SQL, VBA",".NET Core, Hadoop","Google Cloud Storage, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL","Mocha, Postman","Eclipse, IPython / Jupyter, RStudio, Visual Studio",201-500,Servicios / Consultoría de Software / Digital,54
Ciudad Autónoma de Buenos Aires,Full-Time,209000,,Developer,3,0,0,0,Amazon Web Services,"Javascript, Python","Node.js, React.js","Amazon RDS/Aurora, MongoDB, PostgreSQL",Jest,"PyCharm, WebStorm",11-50,Producto basado en Software,25
Ciudad Autónoma de Buenos Aires,Full-Time,208000,160000,Architect,4,0,0,0,"Amazon Web Services, Docker, Linux, Windows Server","Bash/Shell, Python, Terraform",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora",Ninguna de las anteriores,"Notepad++, Vim, Visual Studio Code",10001+,Otras industrias,33
Ciudad Autónoma de Buenos Aires,Full-Time,208000,116000,Developer,6,3,2,0,"Amazon Web Services, Docker, Firebase","Java, Kotlin, Objective-C, Ruby, SQL, Swift",UIKit,Presto,"Appium, Cucumber, Postman","Android Studio, Atom, IntelliJ, Visual Studio Code, Xcode",2001-5000,Producto basado en Software,30
Ciudad Autónoma de Buenos Aires,Full-Time,208000,130000,Developer,10,4,4,6,SAP,"ABAP, Javascript",SAP,HANA,Ninguna de las anteriores,"Eclipse, Visual Studio Code",5001-10000,Producto basado en Software,34
Provincia de Buenos Aires,Full-Time,208000,150000,Manager / Director,10,9,3,10,Windows Server,SQL,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Visual Studio,10001+,Otras industrias,36
Córdoba,Full-Time,208000,136000,Data Scientist,3,2,1,0,"Amazon Web Services, Docker, Linux","Bash/Shell, Go, Python",Flask,"Amazon DynamoDB, Apache Hive, MySQL, Teradata","Cucumber, pytest","IntelliJ, IPython / Jupyter, Vim, Visual Studio Code",5001-10000,Producto basado en Software,26
Ciudad Autónoma de Buenos Aires,Full-Time,207000,140000,Developer,6,1,6,4,"Amazon Web Services, Azure, Docker","Java, Javascript",Node.js,"MariaDB, MongoDB, MySQL",Postman,Visual Studio Code,10001+,Otras industrias,28
Mendoza,Full-Time,207000,145000,Developer,5,3,0,0,Ninguna de las anteriores,"Python, Swift",Django,realm,"Ninguna de las anteriores, realm","Visual Studio Code, Xcode",101-200,Producto basado en Software,34
Ciudad Autónoma de Buenos Aires,Full-Time,207000,145000,Developer,12,2,2,0,Amazon Web Services,"Java, Javascript, Python","Angular, Ninguno de los anteriores","Amazon DynamoDB, Amazon Redshift, PostgreSQL","JUnit, Postman, Selenium","Eclipse, IntelliJ, PyCharm, Sublime Text, Visual Studio Code",501-1000,Producto basado en Software,41
Ciudad Autónoma de Buenos Aires,Full-Time,206091,121808,SRE,20,1,1,1,"Linux, Windows Server, AXIOM",Python,"Node.js, SAP, Symfony",Oracle,Ninguna de las anteriores,Ninguno de los anteriores,10001+,Otras industrias,43
Ciudad Autónoma de Buenos Aires,Full-Time,206000,135000,Business Analyst,10,2,1,0,Ninguna de las anteriores,"SQL, lookml",Ninguno de los anteriores,Amazon Redshift,Ninguna de las anteriores,Ninguno de los anteriores,101-200,Servicios / Consultoría de Software / Digital,30
Ciudad Autónoma de Buenos Aires,Full-Time,206000,112000,Architect,9,3,2,3,"Amazon Web Services, Docker, Firebase, Google Cloud Platform/App Engine, Kubernetes, Linux","Java, Python, Ruby, Scala, SQL, TypeScript","Flask, Hadoop, jQuery, Spark, TensorFlow","Amazon DynamoDB, Amazon Redshift, Google Cloud Storage, SQLite, Teradata",JUnit,"IntelliJ, Visual Studio Code",10001+,Producto basado en Software,27
